"point_linear","point_high","point_low","linear1","linear2","linear3","H1","H2","H3","L1","L2","L3"
-2.92028575455482e-15,1.99016476927783e-14,8.05883621705844e-14,-5.01317152057898e-15,-2.92028575455482e-15,-8.27399988530657e-16,-7.33568149523772e-15,1.99016476927783e-14,4.71389768807944e-14,4.84532080589772e-14,8.05883621705844e-14,1.12723516282192e-13
0.114863708872235,-0.131097283301032,0.196486344034509,-0.0340111644757327,0.114863708872235,0.263738582220203,-0.292811708808839,-0.131097283301032,0.0306171422067747,0.0308208837143061,0.196486344034509,0.362151804354711
0.0486091088782803,-0.12994550419266,0.144919893350665,-0.0688084339940099,0.0486091088782803,0.16602665175057,-0.329756854178307,-0.12994550419266,0.0698658457929861,-0.0604517279123836,0.144919893350665,0.350291514613714
0.124634469289093,-0.212833910269262,0.393846339131143,-0.0386888309762342,0.124634469289093,0.287957769554421,-0.41931596392023,-0.212833910269262,-0.00635185661829368,0.222722324159175,0.393846339131143,0.56497035410311
-0.0788131380816592,-0.301152095124738,0.0411742575386134,-0.235826767038824,-0.0788131380816592,0.0782004908755052,-0.520094242410248,-0.301152095124738,-0.0822099478392292,-0.257358654189164,0.0411742575386134,0.33970716926639
0.0402190721655114,-0.0613210731224631,0.207550990887954,-0.105441174023647,0.0402190721655114,0.18587931835467,-0.272564098711958,-0.0613210731224631,0.149921952467032,-0.0233859292729555,0.207550990887954,0.438487911048864
-0.253146938484662,-0.403342446737507,-0.31288568285511,-0.427825740373886,-0.253146938484662,-0.078468136595439,-0.674557080781545,-0.403342446737507,-0.13212781269347,-0.498070492582574,-0.31288568285511,-0.127700873127645
-0.0784783667701539,-0.185452032998353,-0.0673138142375696,-0.245110349534231,-0.0784783667701539,0.0881536159939228,-0.461830323031498,-0.185452032998353,0.0909262570347916,-0.231633341330062,-0.0673138142375696,0.0970057128549231
-0.104661280626206,-0.226328757926851,-0.148068317406546,-0.269702234524117,-0.104661280626206,0.0603796732717054,-0.489225554819492,-0.226328757926851,0.0365680389657891,-0.280918717287741,-0.148068317406546,-0.0152179175253501
-0.135137095812842,-0.123291825145252,-0.351124895421134,-0.309221735064511,-0.135137095812842,0.0389475434388273,-0.378371814327059,-0.123291825145252,0.131788164036555,-0.487702948378786,-0.351124895421134,-0.214546842463481
0.119998760711234,0.166151436312293,-0.0844961372332756,-0.0515987417473963,0.119998760711234,0.291596263169865,-0.0361137070062192,0.166151436312293,0.368416579630805,-0.213450692515563,-0.0844961372332756,0.0444584180490114
0.102394853313965,0.138743632978879,0.0171467189889279,-0.0751942730510148,0.102394853313965,0.279983979678944,-0.202899942981316,0.138743632978879,0.480387208939073,-0.13534193337424,0.0171467189889279,0.169635371352096
-0.041909491425786,0.201697527146429,-0.233301033437474,-0.204141936374471,-0.041909491425786,0.120322953522899,-0.0382020476149757,0.201697527146429,0.441597101907834,-0.385020785178891,-0.233301033437474,-0.081581281696058
-0.0738757431029006,-0.0980916335051635,0.0511241730298097,-0.266750348708948,-0.0738757431029006,0.118998862503147,-0.364141340587462,-0.0980916335051635,0.167958073577135,-0.179408766089232,0.0511241730298097,0.281657112148851
-0.0358163327461785,0.0545920366416022,0.0919219000387958,-0.217623691037822,-0.0358163327461785,0.145991025545465,-0.233909961803397,0.0545920366416022,0.343094035086601,-0.123933023240825,0.0919219000387958,0.307776823318416
-0.0305377097173814,-0.00893086441567914,0.234672719842319,-0.217843468144541,-0.0305377097173814,0.156768048709778,-0.321745325690891,-0.00893086441567914,0.303883596859533,0.0688584886197205,0.234672719842319,0.400486951064918
0.0268185416248444,-0.000175185753820443,0.367349607749829,-0.176613641335428,0.0268185416248444,0.230250724585117,-0.332025759310524,-0.000175185753820443,0.331675387802883,0.165747753290847,0.367349607749829,0.56895146220881
0.0184621428740632,0.133686278998497,0.272692982461597,-0.177161596767561,0.0184621428740632,0.214085882515688,-0.234374396707477,0.133686278998497,0.501746954704472,0.139500296070326,0.272692982461597,0.405885668852868
-0.0490270223364041,0.00332266691532524,0.365233778063202,-0.220611722452508,-0.0490270223364041,0.122557677779699,-0.365817848166822,0.00332266691532524,0.372463181997473,0.223847482100124,0.365233778063202,0.50662007402628
-0.0270234399728269,-0.0353060131429611,0.418539744380113,-0.226166109397234,-0.0270234399728269,0.17211922945158,-0.333054783001395,-0.0353060131429611,0.262442756715472,0.277655829367839,0.418539744380113,0.559423659392387
-0.189742698830951,-0.0352886476447167,0.0312348247442571,-0.392986964972536,-0.189742698830951,0.0135015673106335,-0.370196718560327,-0.0352886476447167,0.299619423270894,-0.135387045684697,0.0312348247442571,0.197856695173212
